,school,optional,details,applicants,pct_accept,sat_low,sat_high,act_low,act_high
308,Indiana University—​Bloomington,1,Indiana University--Bloomington offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students who attend schools with nontraditional grading systems are not eligible for test optional admission.,44169,0.769,1150,1360,24.0,31.0
309,High Point University,1,High Point University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However students seeking some merit scholarship or those who wish to be placed in the Honors Program need to submit test scores.,10098,0.769,1090,1250,22.0,27.0
310,Virginia Commonwealth University,1,Virginia Commonwealth University requires either the SAT or ACT. However they will waive the requirement for students with a 3.3+ GPA. Applicants who wish to qualify for merit scholarships homeschooled applicants applicants to the VCU Honors College College of Engineering or School of Education and non-native English speakers are not eligible for TO. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,18622,0.7709999999999999,1070,1260,21.0,28.0
311,University of Arkansas—​Fayetteville,1,The University of Arkansas requires either the SAT or the ACT. Fall 2021 applicants may apply test-optional with a 3.2+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,17913,0.7709999999999999,1120,1300,23.0,30.0
312,John Brown University,1,John Brown University has adopted a one-year test optional policy for students entering in Fall 2021.,1094,0.7709999999999999,1060,1365,23.0,30.0
313,University of Idaho,1,University of Idaho has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,8071,0.778,1010,1240,20.0,27.0
314,University of Missouri,1,Mizzou has adopted a one-year test optional policy for students applying to the Fall 2021 term.,18948,0.778,1090,1290,23.0,29.0
315,Willamette University,1,Willamette University offers a test optional policy which allows students to be considered for admissions without SAT or ACT scores.,3972,0.779,1140,1340,31.0,35.0
316,University of Nebraska—​Lincoln,1,The University of Nebraska-Lincoln requires either the SAT or the ACT. However it will waive this requriement for students with a 3.0+ GPA or who rank in the top half of their class. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,16829,0.782,1120,1360,22.0,28.0
317,Carroll College,1,Carroll College requires either the SAT or ACT however it will waive this requirement for students with a 3.0+ unweighted GPA. Students who are homeschooled wish to apply to Direct Entry Nursing or wish to participate in intercollegiate atheletics are not elligible for test optional admission. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,2709,0.7829999999999999,1070,1270,22.0,28.0
318,College of Charleston,1,The College of Charleston has adopted a one-year test optional policy for applicants in the 2020-21 admissions cycle. However home-schooled students are required to submit scores.,11783,0.7829999999999999,1080,1260,22.0,28.0
319,University of Colorado—​Boulder,1,University of Colorado--Boulder has adopted a one-year test optional policy for first-year students applying in the 2020-21 admission cycle.,40740,0.784,1140,1350,25.0,31.0
320,Elon University,1,Elon has adopted a three-year test optional policy for all first-year and transfer applicants beginning with the 2020-21 admission cycle. After a three-year period Elon will re-evaluate whether to continue the test optional policy indefinitely or reinstate a testing requirement for admission.,10500,0.784,1160,1320,25.0,30.0
321,Seattle University,1,Seattle University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled applicants are not elligible for test optional admission.,7968,0.785,1160,1330,24.0,30.0
322,University of Texas—​Dallas,1,University of Texas-Dallas has adopted a test optional policy for students applying for the Summer and Fall 2021 terms.,14327,0.7859999999999999,1240,1460,26.0,33.0
323,East Carolina,1,ECU has adopted a one-year test optional policy for students applying to the Spring and Fall 2021 semesters.,19234,0.787,1030,1190,19.0,24.0
324,University of Tennessee,1,The University of Tennessee has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle. However home-schooled students students attending a school not using alpha or numerical grades and student-athletes are not eligible for TO admission.,21764,0.7879999999999999,1150,1330,24.0,30.0
325,University of Texas Arlington,1,University of Texas Arlington has adopted a one-year test optional policy for first-year applicants entering in the Fall of 2021.,12335,0.795,1060,1260,20.0,26.0
326,Pacific Lutheran University,1,Pacific Lutheran University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However applicants from schools with written evaluations rather than grades and homeschooled students are not eligible for test optional admission. Applicants to the nursing program students interested in teaching and international applicants strongly encouraged to submit scores.,3740,0.7979999999999999,1070,1270,20.0,28.0
327,Western Michigan,1,WMU has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,17698,0.799,1000,1210,19.0,26.0
328,Loyola University Maryland,1,Loyola University Maryland offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students are not eligible for test optional admission.,10077,0.802,1143,1320,25.0,30.0
329,Miami University—​Oxford,1,Miami University-Oxford has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,28920,0.804,1210,1410,26.0,31.0
330,Goucher College,1,Goucher College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores.,3154,0.804,1040,1290,22.0,29.0
331,University of Oklahoma,1,University of Oklahoma has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,15673,0.804,1130,1310,23.0,29.0
332,Auburn University,1,Auburn University has adopted a one-year test optional policy however students who choose not to submit ACT/SAT scores must submit a graded writing assignment an expanded resume or an AP/IB score report.,20205,0.807,1150,1320,25.0,31.0
333,University of Nevada—​Las Vegas,1,UNLV requires either the SAT or ACT however they will waive the requirement for students with a 3.0+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,12720,0.807,1030,1250,19.0,25.0
334,Boise State,1,Boise State has adopted a one-year test blind policy for students applying to the Spring and Fall 2021 semesters. However test scores are required for scholarship eligibility.,10788,0.8079999999999999,960,1180,21.0,26.0
335,St. Mary's College of California,1,St. Mary's offers a test optional policy which allows students to be considered for admission without test scores. However student-athletes homeschooled students and students attending schools that don't give grades must provide test scores.,6069,0.81,1070,1240,22.0,28.0
336,Siena College,1,Siena College offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores. However applicants must meet certain academic requirements to apply test optional. Additionally applicants to select programs are not eligible for test optional admission.,7728,0.8109999999999999,1070,1280,22.0,28.0
337,University of North Dakota,1,University of North Dakota has adopted a one-year test optional policy for first-year applicants both domestic and international entering through Fall 2022.,4964,0.8109999999999999,1010,1250,20.0,26.0
338,Texas State University,1,"Texas State University has adopted a one-year ""holistic review"" policy for applicants whose test dates have been affected by COVID-19 cancellations.",23583,0.8109999999999999,1010,1180,19.3,25.3
339,Colorado State University,1,Colorado State University has adopted a one-year test optional policy for first-year students applying in the 2020-21 admission cycle.,28319,0.8140000000000001,1070,1290,23.0,29.0
340,University of Memphis,1,UM has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,15381,0.8140000000000001,1010,1230,19.0,26.0
341,West Virginia University,1,WVU has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,18639,0.816,1050,1240,21.0,27.0
342,University of Oregon,1,The University of Oregon offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However applicants from nonaccredited schools and homeschooled students are not eligible for test optional admission and must submit two Subject Tests: Math I or II and a second one.,27358,0.816,1100,1310,22.0,28.0
343,University of St. Thomas (MN),1,The University of St. Thomas offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,6819,0.8190000000000001,1130,1380,24.0,29.0
344,St. Mary's College (IN),1,Saint Mary's College has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However homeschooled students and international students are not eligible for test optional admission.,1862,0.8190000000000001,1050,1260,22.0,28.0
345,Illinois State,1,Illinois State offers a test optional policy which allows students to be considered for admission without standardized test scores.,16151,0.8190000000000001,1020,1220,20.0,26.0
346,Ohio University,1,Ohio University has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores.,24179,0.821,1050,1260,21.0,26.0
347,California State University--Sacramento,1,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,27576,0.823,940,1140,16.0,22.0
348,University of North Carolina—​Greensboro,1,The UNC System has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,9972,0.8240000000000001,1000,1160,19.0,24.0
349,University of Iowa,1,University of Iowa has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,25928,0.826,1130,1340,22.0,29.0
350,St. Michael's College,1,St. Michael's College has a test-optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However homeschooled applicants are not eligible for test optional admission.,4040,0.826,1140,1320,25.0,29.0
351,University of Alaska Anchorage,1,University of Alaska Anchorage offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,3673,0.83,1020,1220,17.0,24.0
352,Marquette University,1,Marquette University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores to both domestic and international applicants.,15078,0.83,1120,1320,24.0,29.0
353,College of St. Benedict,1,The College of Saint Benedict offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students students who attend schools with nontraditional grading systems and applicants to the Nursing Early Admission Program are not eligible for test optional admission.,1931,0.8340000000000001,990,1210,22.0,27.0
354,Oregon State University,1,Oregon State University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,15786,0.836,1080,1320,21.0,28.0
355,The Catholic University of America,1,The Catholic University of America has adopted a test blind policy which means they will not consider SAT or ACT scores for admission.,6096,0.8370000000000001,1140,1320,24.0,30.0
356,University of Puget Sound,1,Puget Sound offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However students who attend secondary schools that do not provide letter grades and homeschooled students are not eligible for test optional admission.,5182,0.838,1150,1370,25.0,30.0
357,University of New Hampshire,1,The University of New Hampshire offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However all Division 1 athletic recruits are required to submit standardized test scores.,18040,0.84,1070,1270,22.0,28.0
358,Missouri University of Science & Technology,1,Missouri S&T has adopted a one-year test optional policy for students applying to the Fall 2021 term. Students who apply without test scores will be required to submit additional information.,4333,0.8420000000000001,1180,1380,25.0,31.0
359,St. Mary's College of Maryland,1,Saint Mary's College of Maryland has a test-optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However homeschooled applicants and applicants with non-traditional academic transcripts are not eligible for test optional admission.,1621,0.843,1060,1290,21.0,29.0
360,University of Arizona,1,University of Arizona offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However applicants to the UA Honors College the College of Fine Arts the College of Nursing the College of Architecture Planning and Landscape Architecture and College of Engineering and homeschooled students are not eligible for test optional admission.,40854,0.846,1120,1350,21.0,29.0
361,Susquehanna University,1,Susquehanna University offers a test optional policy which allows applicants to be considered for admission without SAT or ACT scores.,4863,0.848,1100,1290,22.0,28.0
362,Arizona State University—​Tempe,1,ASU requires either the SAT or ACT however it will waive this requirement for students with a 3.0+ GPA or who rank in the top 25% of their class. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,26869,0.848,1130,1360,22.0,29.0
363,Wheaton College (IL),1,Wheaton has adopted a one-year test optional policy for students applying in the 2020-21 admissions cycle.,1889,0.848,1220,1440,26.0,32.0
364,Northern Arizona,1,Northern Arizona University offers a test optional policy which allows first-year applicants to be considered for admission without SAT or ACT scores. However scores required to receive merit-based scholarships.,36855,0.85,1030,1230,19.0,25.0
365,Washington and Jefferson College,1,Washington and Jefferson College has a test-optional policy which allows students to be considered for admission without submitting SAT or ACT scores.,2722,0.852,1090,1280,22.0,28.0
366,Kent State,1,Kent State requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,16308,0.855,1040,1230,20.0,26.0
367,Mills College,1,Mills College offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students who graduate from schools without traditional grades are not eligible for test optional admission.,1003,0.855,1008,1240,21.0,29.0
368,Hope College,1,Hope College has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle. However students who wish to be considered for merit scholarships must submit test scores.,3748,0.857,1130,1330,23.0,31.0
369,Valparaiso University,1,Valparaiso has adopted a two-year test optional policy. They will reevaluate their policy after the 2022 admission cycle.,5491,0.858,1070,1290,22.0,29.0
370,George Mason University,1,George Mason University offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However students who major in computer science and engineering majors home-schooled applicants and students seeking to become a member of one of George Mason’s NCAA intercollegiate athletics teams are not eligible for test optional admission. The Volgenau School of Engineering entering classes of 2020 and 2021 are exempt from the 550 SAT Math/24 ACT Math requirement.,19554,0.867,1110,1320,24.0,30.0
371,Old Dominion,1,ODU offers a test optional policy which allows students to be considered for admission without SAT or ACT scores.,13335,0.87,990,1200,18.0,24.0
372,Missouri State,1,Missouri State University requires either the SAT or ACT however it will waive the requirement for students with a 3.25+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,7581,0.879,1040,1240,21.0,27.0
373,University of Wisconsin Milwaukee,1,The University of Wisconsin--Milwaukee has adopted a one-year test optional policy for applicants in the 2020-21 admission cycle.,8280,0.885,1000,1398,20.0,25.0
374,Transylvania University,1,Transylvania University has a test optional policy which allows students to be considered for admission without submitting SAT or ACT scores. However test optional applicants are strongly encouraged to visit the Transylvania campus for an in-depth interview.,1702,0.887,1100,1310,24.0,30.0
375,Weber State,1,Weber State University offers a test optional policy which allows first-year applicants to be considered for admission without SAT or ACT scores. However scores are recommended to help determine scholarship eligibility and Math & English placement.,6853,0.8909999999999999,0,0,18.0,24.0
376,University of Maine,1,University of Maine has adopted a two-year test optional policy for first-year and transfer applicants beginning with the 2020-21 admission cycle. After a two-year period UM will re-evaluate whether to continue the test optional policy indefinitely or reinstate a testing requirement for admission.,13118,0.902,1050,1260,21.0,27.0
377,Humboldt State University,1,The Cal State system has adopted a one-year test blind policy meaning they will not consider standardized test scores for applicants to the 2020-21 admission cycle.,16335,0.909,980,1190,17.0,25.0
378,Utah State,1,Utah State has adopted a one-year test optional policy for students applying to enroll in the 2021 terms.,15276,0.91,1050,1310,21.0,28.0
379,Iowa State University,1,Iowa State University has adopted a one-year test optional policy for students applying in the 2020-21 admission cycle.,18246,0.9209999999999999,1100,1340,22.0,28.0
380,Washington College,1,Ursinus College has a test-optional policy which allows students to be considered for admissions without submitting SAT or ACT scores. However homeschooled applicants and internantional applicants are not eligible for test optional admission.,2225,0.924,1090,1300,20.0,29.0
381,University of Montana,1,University of Montana has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,6182,0.9259999999999999,1060,1270,21.0,26.0
382,Samford University,1,Samford University has adopted a one-year test optional policy for students applying to the Fall 2021 semester.,3912,0.929,1070,1250,23.0,29.0
383,University of Kansas,1,The University of Kansas requires either the SAT or the ACT. However they will waive the requirement for students with a 3.4+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,15093,0.9309999999999999,0,0,23.0,29.0
384,University of Kentucky,1,The University of Kentucky has adopted a one-year test optional policy for first-year applicants both domestic and international in the 2020-21 admission cycle.,19324,0.945,1080,1300,23.0,29.0
385,University of Toledo,1,University of Toledo offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However homeschooled students and students whose high schools do not provide grades are not eligible for test optional admission.,10228,0.951,1000,1240,20.0,26.0
386,Kansas State University,1,Kansas State requires either the SAT or ACT. However they will waive the requirement for students with a 3.25+ GPA. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,8140,0.9570000000000001,0,0,22.0,28.0
387,Portland State,1,Portland State offers a test optional policy which allows students to be considered for admission without SAT or ACT scores. However students who attended homeschool or a non-accredited non-standard high school are required to submit test scores.,7821,0.961,1010,1230,18.0,25.0
388,Queens University of Charlotte,1,Queens University of Charlotte offers a test optional policy which allows students to be considered for admission without SAT or ACT scores though they encourage applicants to submit scores.,2319,0.9620000000000001,1040,1240,21.0,27.0
389,Western Kentucky,1,WKU offers a test optional policy for students with a 2.5+ GPA.,8245,0.973,990,1220,19.0,27.0
390,United States Naval Academy,0,USNA requires either the SAT or ACT. It does not require the optional SAT essay or ACT Writing Test. Subject Tests are not required.,16332,0.083,1240,1520,27.0,32.0
391,United States Military Academy,0,The US Military Academy requires either the SAT with Essay or ACT with Writing. Subject Tests are not required.,11675,0.10300000000000001,1160,1380,25.0,30.0
392,United States Air Force Academy,0,The United States Air Force Academy requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,10354,0.111,1230,1440,28.0,33.0
393,United States Coast Guard Academy,0,The United States Coast Guard Academy requires either the SAT with Essay or ACT with Writing. Subject Tests are not required.,2274,0.128,1245,1420,26.0,31.0
394,United States Merchant Maritime Academy,0,USMMA requires either the SAT or ACT. It does not require the optional SAT essay or ACT Writing Test. Subject Tests are not required.,1693,0.248,1200,1340,25.0,31.0
395,Howard University,0,Howard University requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,20946,0.316,1140,1285,22.0,27.0
396,Florida State University,0,Florida State University requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,58936,0.36,1200,1340,26.0,30.0
397,Hillsdale College,0,Hillsdale College requires either the SAT the ACT or the CLT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,2208,0.36,1275,1465,29.0,32.0
398,University of Central Florida,0,University of Central Florida requires either the SAT or ACT. It does not require the SAT Essay or ACT Writing Test. Subject Tests are not required.,35240,0.382,1160,1340,25.0,29.0
399,University of Florida,0,The University of Florida requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,38905,0.38799999999999996,1280,1440,27.0,32.0
400,University of South Florida,0,University of South Florida requries either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not considered.,36986,0.47700000000000004,1170,1330,25.0,29.0
401,Gallaudet University,0,Gallaudet University requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,496,0.5710000000000001,793,1078,15.0,20.0
402,Florida International,0,Florida International University requires either the SAT or ACT. It does not require the SAT Essay or ACT Writing Test. It does not consider SAT Subject Test scores.,18492,0.575,1240,1300,23.0,28.0
403,Morehouse College,0,Morehouse College requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,3554,0.579,1010,1210,20.0,25.0
404,University of Alabama,0,University of Alabama requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,37302,0.591,1060,1280,23.0,31.0
405,Milwaukee School of Engineering,0,The Milwaukee School of Engineering requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,3552,0.617,0,0,25.0,30.0
406,Florida Institute of Technology,0,Florida Institute of Technology requires either the SAT or ACT. It generally does not require the optional SAT Essay or ACT Writing Test but it may be required for some applicants. Subject Tests are not required however the Math II Chemistry Physics and Literature Subject Tests are recommended for homeschooled applicants.,9743,0.657,1150,1360,24.0,30.0
407,Louisiana State University—​Baton Rouge,0,Louisiana State University requires either the SAT or the ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,24501,0.746,1080,1310,23.0,29.0
408,The Citadel,0,The Citadel requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,2742,0.747,1050,1230,20.0,25.0
409,New College of Florida,0,The New College of Florida requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,1340,0.768,1220,1420,26.0,31.0
410,Thomas Aquinas College,0,Thomas Aquinas College requires requires that applicants take the SAT the ACT or the Classic Learning Test. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required. Thomas Aquinas College does not offer merit-based aid.,211,0.777,1220,1400,25.0,30.0
411,University of Texas Rio Grande Valley,0,University of Texas Rio Grande Valley requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,10680,0.7979999999999999,950,1130,17.0,22.0
412,University of South Dakota,0,Unviersity of South Dakota requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,4434,0.8640000000000001,990,1180,19.0,25.0
413,University of Mississippi,0,Ole Miss requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,15371,0.8809999999999999,1050,1270,21.0,29.0
414,University of Wyoming,0,University of Wyoming requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. Subject Tests are not required.,5348,0.96,1060,1280,22.0,28.0
415,University of Texas El Paso,0,UTEP requires either the SAT or ACT. It does not require the optional SAT Essay or ACT Writing Test. It does not superscore.,7157,0.9990000000000001,820,1050,17.0,23.0
